,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
282,41060,164,24h,I WENT TO YOGA,I WENT TO YOGA,True,1,,exercise,27,IND,m,married,n
283,44211,164,24h,I WENT TO YOGA,I WENT TO YOGA,True,1,,exercise,27,IND,m,married,n
284,52179,164,24h,I WENT OT YOGA,I WENT OT YOGA,True,1,,exercise,27,IND,m,married,n
285,59335,164,3m,I WENT TO YOGA,I WENT TO YOGA,True,1,,exercise,27,IND,m,married,n
286,36880,41,24h,"When I went for a run early this morning, everything was quiet and I felt great afterwards.","When I went for a run early this morning, everything was quiet and I felt great afterwards.",True,1,exercise,exercise,26,SRB,m,single,n
287,85722,41,3m,"When I started going to the gym again a month ago. I forgot how good you feel after a workout, and now i maintain a regular workout schedule.","When I started going to the gym again a month ago. I forgot how good you feel after a workout, and now i maintain a regular workout schedule.",True,2,,exercise,26,SRB,m,single,n
288,90617,41,3m,"When I went on an early morning run yesterday. It really made me feel great, and prepared me for the day.","When I went on an early morning run yesterday. It really made me feel great, and prepared me for the day.",True,2,,exercise,26,SRB,m,single,n
289,96055,41,3m,When I went for a run yesterday morning and took a cold shower afterwards. It felt great and prepared me for the day.,When I went for a run yesterday morning and took a cold shower afterwards. It felt great and prepared me for the day.,True,2,,exercise,26,SRB,m,single,n
290,36897,2632,24h,"I had a good workout, one that if felt hurt me good.","I had a good workout, one that if felt hurt me good.",True,1,,exercise,25.0,USA,m,single,n
291,121698,2632,24h,I had a good workout and felt good about how it went. I felt like I worked hard and got to relieve some stress a bit.,I had a good workout and felt good about how it went. I felt like I worked hard and got to relieve some stress a bit.,True,2,,exercise,25.0,USA,m,single,n
292,36900,3316,24h,"Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully. Repeat!","Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully. Repeat!",True,2,exercise,exercise,26,USA,m,married,y
293,37028,1086,24h,I had a great yoga session this evening. ,I had a great yoga session this evening. ,True,1,,exercise,28.0,USA,m,single,n
294,43472,1086,24h,I did yoga this morning to try to make my back and neck more limber.,I did yoga this morning to try to make my back and neck more limber.,True,1,,exercise,28.0,USA,m,single,n
295,104435,1086,3m,I went for a hard bike ride yesterday.,I went for a hard bike ride yesterday.,True,1,,exercise,28.0,USA,m,single,n
296,37105,1142,24h,"Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully.","Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully.",True,1,,exercise,32,IND,m,single,n
297,37201,8511,24h,I completed a bodypump workout that I found too difficult last week.,I completed a bodypump workout that I found too difficult last week.,True,1,,exercise,29.0,GBR,f,single,n
298,37297,788,24h,I had a great run. Got some good exercising,I had a great run. Got some good exercising,True,2,,exercise,29,USA,m,single,n
299,52998,788,24h,I went for a run. Also with the new headphones. But the Run was amazing with them.,I went for a run. Also with the new headphones. But the Run was amazing with them.,True,3,,exercise,29,USA,m,single,n
300,37350,63,24h,I took a 5 mile bike ride.,I took a 5 mile bike ride.,True,1,,exercise,25,USA,m,single,n
301,48280,63,24h,Drove for over 10 miles for fun.,Drove for over 10 miles for fun.,True,1,,exercise,25,USA,m,single,n
302,51093,63,24h,Had a two hour workout.,Had a two hour workout.,True,1,,exercise,25,USA,m,single,n
303,57146,63,24h,Entered a 5k run.,Entered a 5k run.,True,1,,exercise,25,USA,m,single,n
304,59058,63,3m,I worked out for an hour.,I worked out for an hour.,True,1,exercise,exercise,25,USA,m,single,n
305,71742,63,3m,I worked out 3 days a week.,I worked out 3 days a week.,True,1,,exercise,25,USA,m,single,n
306,82492,63,3m,When I walked over 10 miles.,When I walked over 10 miles.,True,1,,exercise,25,USA,m,single,n
307,93525,63,3m,Ran a 6 minute mile at the track.,Ran a 6 minute mile at the track.,True,1,,exercise,25,USA,m,single,n
308,37430,4262,24h,I finished the Fool's Run 10K in 46:45 this morning.,I finished the Fool's Run 10K in 46:45 this morning.,True,1,,exercise,51,USA,m,married,n
309,37556,3908,24h,I went  to the gym to train and my trainer complimented me.,I went  to the gym to train and my trainer complimented me.,True,1,exercise,exercise,24.0,USA,m,single,n
310,37792,2413,24h,I went on a run in the woods.,I went on a run in the woods.,True,1,,exercise,50.0,USA,f,single,y
311,56276,2413,24h,I went on a run in my neighborhood.,I went on a run in my neighborhood.,True,1,,exercise,50.0,USA,f,single,y
312,37938,382,24h,I was able to have a great work out at the gym.  I feel really good.,I was able to have a great work out at the gym.  I feel really good.,True,2,exercise,exercise,32,USA,m,single,n
313,51106,382,24h,"At the gym, a cute girl winked at me.  I was really happy to receive the attention.","At the gym, a cute girl winked at me.  I was really happy to receive the attention.",True,2,,exercise,32,USA,m,single,n
314,58003,382,24h,"Today at the gym, I was able to do a little more than I was able to last week.  I felt like I made some improvements.  I felt good that I made some progress.","Today at the gym, I was able to do a little more than I was able to last week.  I felt like I made some improvements.  I felt good that I made some progress.",True,3,,exercise,32,USA,m,single,n
315,104337,382,3m,I was able to run a longer distance today before getting tired.  I feel like my hard work at the gym has been paying off!,I was able to run a longer distance today before getting tired.  I feel like my hard work at the gym has been paying off!,True,2,,exercise,32,USA,m,single,n
316,37958,13326,24h,"I participated in a yoga class that left me feeling string, centered, and connected.","I participated in a yoga class that left me feeling string, centered, and connected.",True,1,exercise,exercise,45.0,USA,f,single,n
317,38055,2940,24h,Getting in a good workout made me happy.,Getting in a good workout made me happy.,True,1,,exercise,29,USA,f,single,n
318,38070,1182,24h,When I finished a 3 mile run.,When I finished a 3 mile run.,True,1,exercise,exercise,26,USA,m,married,n
319,38216,1018,24h,I ran 4 miles at the park.,I ran 4 miles at the park.,True,1,,exercise,34.0,USA,f,single,n
320,47468,1018,24h,I ran 4 miles.,I ran 4 miles.,True,1,,exercise,34.0,USA,f,single,n
321,49412,1018,24h,I ran 6 miles.,I ran 6 miles.,True,1,,exercise,34.0,USA,f,single,n
322,52256,1018,24h,I ran 4 miles.,I ran 4 miles.,True,1,,exercise,34.0,USA,f,single,n
323,64766,1018,3m,I ran 10 miles.,I ran 10 miles.,True,1,,exercise,34.0,USA,f,single,n
324,67675,1018,3m,I ran 12 miles.,I ran 12 miles.,True,1,exercise,exercise,34.0,USA,f,single,n
325,74265,1018,3m,I ran 6 miles along the waterfront.,I ran 6 miles along the waterfront.,True,1,exercise,exercise,34.0,USA,f,single,n
326,83589,1018,3m,I ran 6 miles.,I ran 6 miles.,True,1,,exercise,34.0,USA,f,single,n
327,38225,8985,24h,"I went on a long bike ride, about 22 miles, while I listened to music","I went on a long bike ride, about 22 miles, while I listened to music",True,1,exercise,exercise,23.0,USA,m,single,n
328,38376,10294,24h,I got to go to the gym and exercise. ,I got to go to the gym and exercise. ,True,1,,exercise,48.0,USA,f,married,y
329,38499,13628,24h,I went to the gym and saw the guy that gives me butterflies every time I see him.,I went to the gym and saw the guy that gives me butterflies every time I see him.,True,1,exercise,exercise,34.0,USA,f,separated,n
330,38576,4633,24h,I was able to exercise by playing tennis and basketball.,I was able to exercise by playing tennis and basketball.,True,1,,exercise,34.0,USA,f,married,y
331,38583,3140,24h,"This morning I ran the mile for the first time this year. After running the mile I felt great, and I was happy. But soon after I started to get tired, and knew that I was going to ache later.","This morning I ran the mile for the first time this year. After running the mile I felt great, and I was happy. But soon after I started to get tired, and knew that I was going to ache later.",True,3,,exercise,32.0,USA,m,single,n
332,38627,116,24h,I WENT TO YOGA,I WENT TO YOGA,True,1,,exercise,27,IND,f,single,n
333,51619,116,24h,I WENT TO YOGA,I WENT TO YOGA,True,1,,exercise,27,IND,f,single,n
334,38733,2464,24h,I had a good workout yesterday morning. ,I had a good workout yesterday morning. ,True,1,,exercise,41,USA,f,married,y
335,38747,1493,24h,Started to workout again. It hurts a bit but finally some progress.,Started to workout again. It hurts a bit but finally some progress.,True,2,,exercise,22,IND,m,single,n
336,38861,404,24h,Completed 5 six pack exercise routines today i am getting stronger and lighter.,Completed 5 six pack exercise routines today i am getting stronger and lighter.,True,1,,exercise,28,USA,m,single,n
337,38935,12036,24h,I went to zumba class at my gym.,I went to zumba class at my gym.,True,1,,exercise,46.0,USA,f,married,y
338,38938,870,24h,I went to the gym and had a good workout for about an hour and it made me felt good. ,I went to the gym and had a good workout for about an hour and it made me felt good. ,True,1,,exercise,33.0,USA,m,single,n
339,52589,870,24h,I woke up early and went for a run and that felt good. ,I woke up early and went for a run and that felt good. ,True,1,,exercise,33.0,USA,m,single,n
340,89172,870,3m,I have started running more often and am feeling better about my run time and being less tired.,I have started running more often and am feeling better about my run time and being less tired.,True,1,exercise,exercise,33.0,USA,m,single,n
341,125191,870,24h,Getting up early in the morning to go for a run and feeling good after the run,Getting up early in the morning to go for a run and feeling good after the run,True,1,,exercise,33.0,USA,m,single,n
342,38999,916,24h,I went to the gym and had a good workout.,I went to the gym and had a good workout.,True,1,,exercise,47.0,USA,m,married,y
343,39059,3161,24h,I did a good workout at the gym that was really thorough.,I did a good workout at the gym that was really thorough.,True,1,,exercise,29,USA,f,single,n
344,40058,3161,24h,I had a refreshing soothing shower after the gym.,I had a refreshing soothing shower after the gym.,True,1,,exercise,29,USA,f,single,n
345,39112,179,24h,I love play Soccer with my Friends in the Stadium ,I love play Soccer with my Friends in the Stadium ,True,1,exercise,exercise,22,USA,m,single,y
346,50479,179,24h,I love play Soccer with my Friends in the Stadium ,I love play Soccer with my Friends in the Stadium ,True,1,exercise,exercise,22,USA,m,single,y
347,62049,179,3m,I love play Soccer with my Friends in the Stadium ,I love play Soccer with my Friends in the Stadium ,True,1,exercise,exercise,22,USA,m,single,y
348,92467,179,3m,I love play Soccer in the Stadium with my Friends,I love play Soccer in the Stadium with my Friends,True,1,bonding,exercise,22,USA,m,single,y
349,95510,179,3m,I love play Soccer in the Stadium with my Friends,I love play Soccer in the Stadium with my Friends,True,1,bonding,exercise,22,USA,m,single,y
350,100513,179,3m,I love play Soccer with my Friends in the Stadium ,I love play Soccer with my Friends in the Stadium ,True,1,exercise,exercise,22,USA,m,single,y
351,107337,179,3m,I love play Soccer in the Stadium with my Friends,I love play Soccer in the Stadium with my Friends,True,1,bonding,exercise,22,USA,m,single,y
352,120203,179,24h,I love play Soccer in the Stadium with my Friends,I love play Soccer in the Stadium with my Friends,True,1,bonding,exercise,22,USA,m,single,y
353,121327,179,24h,I love play Soccer with my Friends in the Stadium ,I love play Soccer with my Friends in the Stadium ,True,1,exercise,exercise,22,USA,m,single,y
354,125337,179,24h,I love play Soccer with my Friends in the Stadium ,I love play Soccer with my Friends in the Stadium ,True,1,exercise,exercise,22,USA,m,single,y
355,39170,1226,24h,Doing some yoga in the morning.,Doing some yoga in the morning.,True,1,,exercise,29,USA,m,single,n
356,40414,1226,24h,Doing yoga in the morning.,Doing yoga in the morning.,True,1,,exercise,29,USA,m,single,n
357,75415,1226,3m,Went to exercise for the first time in a while at the gym.,Went to exercise for the first time in a while at the gym.,True,1,exercise,exercise,29,USA,m,single,n
358,39178,2485,24h,"Did a 2hr run in thw snow but with amazing weather that has warmed up a little, I made my own path and thought it was really fun just running wherever I wanted.","Did a 2hr run in thw snow but with amazing weather that has warmed up a little, I made my own path and thought it was really fun just running wherever I wanted.",True,1,exercise,exercise,30,USA,f,single,n
359,63074,2485,3m,Completed a one hour yoga session this morning without skipping any of the parts,Completed a one hour yoga session this morning without skipping any of the parts,True,1,,exercise,30,USA,f,single,n
360,39442,596,24h,"I went on a run for the first time in 2 weeks, and the sunny weather during my run put me in a good mood.","I went on a run for the first time in 2 weeks, and the sunny weather during my run put me in a good mood.",True,1,,exercise,29,USA,f,married,n
361,78059,596,3m,I discovered several places in my city where I can get a really good and fun workout. ,I discovered several places in my city where I can get a really good and fun workout. ,True,1,,exercise,29,USA,f,married,n
362,85003,596,3m,I noticed myself getting stronger from my recent exercise routines. ,I noticed myself getting stronger from my recent exercise routines. ,True,1,,exercise,29,USA,f,married,n
363,93140,596,3m,"I went to a really fun and challenging cycling class, it was an amazing workout.","I went to a really fun and challenging cycling class, it was an amazing workout.",True,1,,exercise,29,USA,f,married,n
364,108604,596,3m,I was able to exercise this weekend.,I was able to exercise this weekend.,True,1,,exercise,29,USA,f,married,n
365,39449,29,24h,I went for a great run in the cold weather.,I went for a great run in the cold weather.,True,1,,exercise,44,USA,m,single,n
366,44852,29,24h,I went to the gym and got in a great workout.,I went to the gym and got in a great workout.,True,1,exercise,exercise,44,USA,m,single,n
367,39486,325,24h,I got a nice workout in!,I got a nice workout in!,True,1,,exercise,34,USA,m,single,n
368,96332,325,3m,Getting in a nice leg day at the gym,Getting in a nice leg day at the gym,True,1,,exercise,34,USA,m,single,n
369,114701,325,24h,I had a good leg day at the gym!,I had a good leg day at the gym!,True,1,exercise,exercise,34,USA,m,single,n
370,39537,1047,24h,I went swimming at a local YMCA.,I went swimming at a local YMCA.,True,1,,exercise,66.0,USA,m,divorced,y
371,55117,1047,24h,I went to the gym.  It was always hard to get started.,I went to the gym.  It was always hard to get started.,True,2,,exercise,66.0,USA,m,divorced,y
372,39572,25,24h,I daily walk in the evening but probably after 6 months today I went for a morning walk.,I daily walk in the evening but probably after 6 months today I went for a morning walk.,True,1,,exercise,32.0,IND,m,married,y
373,39762,878,24h,Working out at the gym with only a few other people there.,Working out at the gym with only a few other people there.,True,1,,exercise,28,USA,m,single,n
374,42273,878,24h,Having a good workout at the gym.,Having a good workout at the gym.,True,1,,exercise,28,USA,m,single,n
375,45483,878,24h,Going to the gym and working out ,Going to the gym and working out ,True,1,,exercise,28,USA,m,single,n
376,47225,878,24h,Going to the gym and having a really good workout.,Going to the gym and having a really good workout.,True,1,,exercise,28,USA,m,single,n
377,49893,878,24h,Working out at the gym.,Working out at the gym.,True,1,,exercise,28,USA,m,single,n
378,121000,878,24h,Going to the gym and having a good workout.,Going to the gym and having a good workout.,True,1,,exercise,28,USA,m,single,n
379,39765,2855,24h,I went for a long distance run.,I went for a long distance run.,True,1,,exercise,23,USA,m,single,n
380,39858,58,24h,I started to walk as a exercise everyday ,I started to walk as a exercise everyday ,True,1,,exercise,38.0,USA,m,married,n
381,46464,58,24h,start jogging in the morning,start jogging in the morning,True,1,,exercise,38.0,USA,m,married,n
382,80283,58,3m,starting walking for exercising,starting walking for exercising,True,1,,exercise,38.0,USA,m,married,n
383,86211,58,3m,went to the gym,went to the gym,True,1,exercise,exercise,38.0,USA,m,married,n
384,40090,11055,24h,I decided to start going back to the gym to lose weight.,I decided to start going back to the gym to lose weight.,True,1,,exercise,29.0,USA,m,single,n
385,40364,902,24h,I went to the gym after a couple weeks of not going.,I went to the gym after a couple weeks of not going.,True,1,,exercise,33,USA,f,divorced,n
386,40449,143,24h,"i got in a really good leg workout, and realized that i can still jump pretty well.","i got in a really good leg workout, and realized that i can still jump pretty well.",True,1,exercise,exercise,29.0,USA,m,married,y
387,40512,1636,24h,It was bright and sunny on a run I did this morning.,It was bright and sunny on a run I did this morning.,True,1,,exercise,28,USA,m,single,n
388,40585,1636,24h,I was able to run 2 miles on my morning run without taking a break.,I was able to run 2 miles on my morning run without taking a break.,True,1,exercise,exercise,28,USA,m,single,n
389,40625,1712,24h,I went on a five-mile run on a sunny day (today). ,I went on a five-mile run on a sunny day (today). ,True,1,,exercise,35,USA,f,divorced,n
390,40684,520,24h,Took the dogs for a walk.,Took the dogs for a walk.,True,1,exercise,exercise,57.0,USA,m,married,y
391,40710,130,24h,"I was able to walk two miles today, which I have not been able to do in a long while","I was able to walk two miles today, which I have not been able to do in a long while",True,1,,exercise,33,USA,f,married,y
392,40941,1243,24h,I went for a 3.5 mile run through the park on a sunny day.,I went for a 3.5 mile run through the park on a sunny day.,True,1,exercise,exercise,28,USA,f,single,n
393,98020,1243,3m,I went for a 4 mile run.,I went for a 4 mile run.,True,1,,exercise,28,USA,f,single,n
394,40949,1752,24h,I went for a run this morning and felt good. ,I went for a run this morning and felt good. ,True,1,,exercise,35,USA,m,married,y
395,41077,1405,24h,I worked up to 2 miles on my morning jog. ,I worked up to 2 miles on my morning jog. ,True,1,,exercise,36,USA,m,single,y
396,41089,635,24h,I went to hot yoga today. I haven't exercised in a while and haven't felt motivated to work out but I was determined to go today and through it was hard and I had to take several rests I am so happy I went! It felt so good and my body and my mind feel refreshed! Such an infusion of energy!,I went to hot yoga today. I haven't exercised in a while and haven't felt motivated to work out but I was determined to go today and through it was hard and I had to take several rests I am so happy I went! It felt so good and my body and my mind feel refreshed! Such an infusion of energy!,True,4,,exercise,28.0,USA,f,single,n
397,50440,635,24h,I found $100! Two $50 dollars just lying in the street after I came back from the gym. I'm so happy I went to the gym and it seems I got a reward from the Universe for doing so!,I found $100! Two $50 dollars just lying in the street after I came back from the gym. I'm so happy I went to the gym and it seems I got a reward from the Universe for doing so!,True,3,achievement,exercise,28.0,USA,f,single,n
398,62030,635,3m,"Going back to yoga. I love hot yoga even though it can be brutal while doing it, it just feels so good after and I know it is so beneficial for my body, mind and soul. I also am going back to the gym so maybe this is more about taking care of myself and showing myself the love I deserve.","Going back to yoga. I love hot yoga even though it can be brutal while doing it, it just feels so good after and I know it is so beneficial for my body, mind and soul. I also am going back to the gym so maybe this is more about taking care of myself and showing myself the love I deserve.",True,3,,exercise,28.0,USA,f,single,n
399,124089,635,24h,Went to the gym again. It's such a struggle for me to exercise but I'm happy and grateful I made it!,Went to the gym again. It's such a struggle for me to exercise but I'm happy and grateful I made it!,True,2,,exercise,28.0,USA,f,single,n
400,41110,1776,24h,I went to a yoga class for the first time since last month and it was fantastic and relaxing.,I went to a yoga class for the first time since last month and it was fantastic and relaxing.,True,1,,exercise,21,USA,f,single,n
401,41270,1011,24h,"I have been watching my weight and have been doing well with exercising, so today I treated myself to a jelly doughnut.","I have been watching my weight and have been doing well with exercising, so today I treated myself to a jelly doughnut.",True,1,,exercise,67,USA,m,divorced,y
402,41285,8046,24h,I went to gym this morning and beat my personal mile run time on the treadmill. ,I went to gym this morning and beat my personal mile run time on the treadmill. ,True,1,,exercise,35.0,USA,m,married,y
403,41332,2069,24h,I went for a run along the river.,I went for a run along the river.,True,1,,exercise,30.0,USA,f,single,n
404,41571,1554,24h,I was happy after I finished my workout because I felt accomplished.,I was happy after I finished my workout because I felt accomplished.,True,1,,exercise,18,USA,m,single,n
405,41589,1347,24h,An event that made me happy was going for an hour run in this nice weather today. ,An event that made me happy was going for an hour run in this nice weather today. ,True,1,,exercise,21.0,USA,f,single,n
406,47576,1347,24h,Going to the gym and working out,Going to the gym and working out,True,1,,exercise,21.0,USA,f,single,n
407,70592,1347,3m,I ran 10 miles on a cool day and this was the longest I have run since my last injury and I felt amazing on the run. ,I ran 10 miles on a cool day and this was the longest I have run since my last injury and I felt amazing on the run. ,True,1,,exercise,21.0,USA,f,single,n
408,41695,3995,24h,Doing yoga in the evening.,Doing yoga in the evening.,True,1,,exercise,23.0,USA,m,single,n
409,41696,1382,24h,I had a really good workout this morning.,I had a really good workout this morning.,True,1,,exercise,25.0,USA,f,single,n
410,70034,1382,3m,I completed a really difficult workout that I wasn't sure I could even do.,I completed a really difficult workout that I wasn't sure I could even do.,True,1,,exercise,25.0,USA,f,single,n
411,41891,648,24h,went for bike ride ,went for bike ride ,True,1,,exercise,24,IND,m,married,n
412,45644,648,24h,WE PLAYED BEACH VOLLEYBALL,WE PLAYED BEACH VOLLEYBALL,True,1,,exercise,24,IND,m,married,n
413,41898,908,24h,"While on a hike, had an incredible view of the entire city","While on a hike, had an incredible view of the entire city",True,1,exercise,exercise,19,USA,m,single,n
414,42041,9996,24h,Passed my CPR training yesterday.,Passed my CPR training yesterday.,True,1,exercise,exercise,23.0,USA,m,married,n
415,42213,11141,24h,The sun was shining when I went for my long run yesterday morning.,The sun was shining when I went for my long run yesterday morning.,True,1,,exercise,28.0,UMI,m,single,n
416,42293,9992,24h,I felt happy leaving the gym after doing cardio this morning.,I felt happy leaving the gym after doing cardio this morning.,True,1,exercise,exercise,21.0,USA,f,single,n
417,42609,9499,24h,I went to yoga. ,I went to yoga. ,True,1,,exercise,26.0,USA,f,single,n
418,42654,2106,24h,"Tonight I went to the gym, this made me happy because working out and being at the gym makes me feel good about myself. ","Tonight I went to the gym, this made me happy because working out and being at the gym makes me feel good about myself. ",True,1,,exercise,26.0,USA,m,single,n
419,42708,6715,24h,Exercising for more than 40 minutes with the stationary bike and an elliptical.,Exercising for more than 40 minutes with the stationary bike and an elliptical.,True,1,,exercise,27.0,USA,m,single,n
420,42799,610,24h,"I started doing exercise again, after a break of 2 months.","I started doing exercise again, after a break of 2 months.",True,1,,exercise,35.0,IND,f,married,y
421,42846,2657,24h,Went to the gym. ,Went to the gym. ,True,1,exercise,exercise,33.0,USA,m,married,n
422,43043,421,24h,I had a good workout.,I had a good workout.,True,1,exercise,exercise,48,USA,m,married,n
423,88916,421,3m,I finished a good workout.,I finished a good workout.,True,1,exercise,exercise,48,USA,m,married,n
424,43158,2558,24h,I set a new personal record at the gym. ,I set a new personal record at the gym. ,True,1,,exercise,30.0,USA,m,married,n
425,43162,6859,24h,"While at the park I was able to get a nice workout in, which made me feel better about myself.  ","While at the park I was able to get a nice workout in, which made me feel better about myself.  ",True,1,,exercise,37.0,USA,f,single,y
426,43342,1704,24h,I had a good workout at the gym where I was able to meet my goals.,I had a good workout at the gym where I was able to meet my goals.,True,1,exercise,exercise,37,USA,m,single,n
427,43501,2645,24h,I went to the gym and ran 2 miles today.,I went to the gym and ran 2 miles today.,True,1,,exercise,32.0,USA,f,single,n
428,57973,2645,24h,I went to the park and ran a mile.,I went to the park and ran a mile.,True,1,,exercise,32.0,USA,f,single,n
429,43507,1013,24h,I worked out and I had more energy after my workout than towards the start of my workout since I was dreading the workout.,I worked out and I had more energy after my workout than towards the start of my workout since I was dreading the workout.,True,1,,exercise,22,USA,m,single,n
430,51456,1013,24h,I was able to finish my workout and I was glad it was over.,I was able to finish my workout and I was glad it was over.,True,1,exercise,exercise,22,USA,m,single,n
431,43519,13115,24h,Doing my evening workout and making progress with weight loss.,Doing my evening workout and making progress with weight loss.,True,1,exercise,exercise,33,USA,m,married,n
432,43545,3051,24h,An event that made me happy was being able to go to the gym after having been sick for a week and not being able to work out.,An event that made me happy was being able to go to the gym after having been sick for a week and not being able to work out.,True,1,,exercise,53.0,USA,m,married,y
433,43618,196,24h,An event that made me happy in the past 24 hours was working out longer than an hour at the gym.,An event that made me happy in the past 24 hours was working out longer than an hour at the gym.,True,1,,exercise,30,USA,f,married,y
434,84408,196,3m,An event that made me happy in the last 3 months was being able to workout longer at the gym.,An event that made me happy in the last 3 months was being able to workout longer at the gym.,True,1,,exercise,30,USA,f,married,y
435,43663,2636,24h,I went for a run today in the sun and felt very energetic and exhilarated. ,I went for a run today in the sun and felt very energetic and exhilarated. ,True,1,,exercise,30.0,USA,m,single,n
436,43676,17,24h,I got in a great workout after work. ,I got in a great workout after work. ,True,1,,exercise,30.0,USA,m,single,n
437,55484,17,24h,I got in a great workout at the gym this morning.,I got in a great workout at the gym this morning.,True,1,,exercise,30.0,USA,m,single,n
438,71584,17,3m,"I just went for a long run, that was fulfilling. ","I just went for a long run, that was fulfilling. ",True,1,,exercise,30.0,USA,m,single,n
439,121438,17,24h,I got a great workout in at the gym after work. ,I got a great workout in at the gym after work. ,True,1,,exercise,30.0,USA,m,single,n
440,43701,351,24h,I went to my yoga class that I hadn't been to in a while and saw my favorite teacher.,I went to my yoga class that I hadn't been to in a while and saw my favorite teacher.,True,1,exercise,exercise,37,USA,m,single,n
441,116199,351,24h,I flirted with the hot MILF in my yoga class.,I flirted with the hot MILF in my yoga class.,True,1,,exercise,37,USA,m,single,n
442,43715,6,24h,Yesterday i attended one hour yoga class program and i was very happy to know how to do yoga properly.,Yesterday i attended one hour yoga class program and i was very happy to know how to do yoga properly.,True,1,,exercise,35,IND,m,married,y
443,56069,6,24h,Yesterday i attended one day yoga class training program and i learned a lot about yoga and i was very happy that moment to execute my basic yoga.,Yesterday i attended one day yoga class training program and i learned a lot about yoga and i was very happy that moment to execute my basic yoga.,True,1,,exercise,35,IND,m,married,y
444,79725,6,3m,Last month i went to one day yoga event and i was very happy to know how to do some basic yoga exercise which is very helpful for breathing.,Last month i went to one day yoga event and i was very happy to know how to do some basic yoga exercise which is very helpful for breathing.,True,1,,exercise,35,IND,m,married,y
445,123037,6,24h,Yesterday afternoon i participated one day yoga class event and i was happy to learn basic yoga exercises and how to breath properly.,Yesterday afternoon i participated one day yoga class event and i was happy to learn basic yoga exercises and how to breath properly.,True,1,exercise,exercise,35,IND,m,married,y
446,124356,6,24h,Yesterday i attended one day fitness event and i was very happy to know how to do exercise for minimum one hour and keep my body fit.,Yesterday i attended one day fitness event and i was very happy to know how to do exercise for minimum one hour and keep my body fit.,True,1,,exercise,35,IND,m,married,y
447,43747,342,24h,I took myself on a long hike.,I took myself on a long hike.,True,1,,exercise,32,USA,f,single,n
448,80509,342,3m,I was able to take the baby on a 2 mile walk.,I was able to take the baby on a 2 mile walk.,True,1,,exercise,32,USA,f,single,n
449,43781,643,24h,I was happy to get a good workout in today.,I was happy to get a good workout in today.,True,1,exercise,exercise,31,USA,m,married,y
450,43858,4027,24h,I went to the gym a hit multiple personal records.,I went to the gym a hit multiple personal records.,True,1,exercise,exercise,23.0,USA,m,single,n
451,45856,4027,24h,I meditated when I woke up this morning,I meditated when I woke up this morning,True,1,,exercise,23.0,USA,m,single,n
452,49467,4027,24h,I went to the gym,I went to the gym,True,1,,exercise,23.0,USA,m,single,n
453,43940,8528,24h,I went to the gym together and worked out for 2 hours on cardio. ,I went to the gym together and worked out for 2 hours on cardio. ,True,1,,exercise,23.0,USA,f,single,n
454,43961,999,24h,Getting a full boxing workout today. I worked out a good sweat and I was glad that I finished it despite procrastinating.,Getting a full boxing workout today. I worked out a good sweat and I was glad that I finished it despite procrastinating.,True,2,exercise,exercise,29.0,USA,m,married,n
455,64320,999,3m,Doing a class of Yoga last week made me feel happy and good.,Doing a class of Yoga last week made me feel happy and good.,True,1,exercise,exercise,29.0,USA,m,married,n
456,67502,999,3m,Finishing a long yoga session made me really happy last week.,Finishing a long yoga session made me really happy last week.,True,1,,exercise,29.0,USA,m,married,n
457,44022,511,24h,I had a great workout at the gym and I overhead pressed an extra ten pounds then last week,I had a great workout at the gym and I overhead pressed an extra ten pounds then last week,True,1,,exercise,23.0,USA,m,single,n
458,101713,511,3m,"I had a great workout at the gym, I trained my back","I had a great workout at the gym, I trained my back",True,1,exercise,exercise,23.0,USA,m,single,n
459,44094,4472,24h,I had a really good workout.,I had a really good workout.,True,1,,exercise,22.0,USA,m,single,n
460,46092,4472,24h,I had a perfect post-workout protein shake.,I had a perfect post-workout protein shake.,True,1,,exercise,22.0,USA,m,single,n
461,44104,152,24h,I got a good workout in this morning. ,I got a good workout in this morning. ,True,1,,exercise,30.0,USA,m,married,y
462,71767,152,3m,I exercised everyday for the past week.,I exercised everyday for the past week.,True,1,,exercise,30.0,USA,m,married,y
463,44118,2228,24h,"I went to workout today for the first time in 3 months, after my workout i ran on the track and became very tired and stopped running. Then i pushed myself to keep on walking for the rest of the mile even though i was already exhausted.","I went to workout today for the first time in 3 months, after my workout i ran on the track and became very tired and stopped running. Then i pushed myself to keep on walking for the rest of the mile even though i was already exhausted.",True,2,,exercise,25.0,USA,m,single,n
464,44317,503,24h,Satisfying and fast training run on a beautiful cool spring evening.,Satisfying and fast training run on a beautiful cool spring evening.,True,1,exercise,exercise,40,GBR,m,single,n
